year,county,POP_TOTAL,POP_F_0TO11,POP_F_12TO17,POP_F_18TO39,POP_F_40UP,POP_F_TOTAL,POP_M_0TO11,POP_M_12TO17,POP_M_18TO39,POP_M_40UP,POP_M_TOTAL,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ANIMALCR,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ANIMALCR,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HACKCOMP,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ANIMALCR,JRN_ARSON,JRN_ASSAULT,JRN_BRIBERY,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_HACKCOMP,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ARSON,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_HOMICIDE,JUV_KIDNAP,JUV_MVCR,JUV_OBSGOV,JUV_OTHER,JUV_OTHPROPCR,JUV_PUBDIST,JUV_SEXCR,JUV_TOTAL,JUV_WEAPVIOL,MIN_ARSON,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_HOMICIDE,MIN_KIDNAP,MIN_MVCR,MIN_OBSGOV,MIN_OTHER,MIN_OTHPROPCR,MIN_PUBDIST,MIN_SEXCR,MIN_WEAPVIOL,MAX_ARSON,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_HOMICIDE,MAX_KIDNAP,MAX_MVCR,MAX_OBSGOV,MAX_OTHER,MAX_OTHPROPCR,MAX_PUBDIST,MAX_SEXCR,MAX_WEAPVIOL
2003,WHITMAN,41000,2215,1256,10076,6690,20239,2387,1245,10799,6331,20761,28,11,257,0,39,25,4,798,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,46,149,0,7,1515,6,3,114,1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,1,0,20,37,1,15,127,1,12,16,34,29,7,3,15,0,0,3,19,0,3,50,0,3.4,2.2,5.1,1.3,0,0,3.7,1.8,0,2.7,0,18,0,5,3,21,3,4,8,0,0,2,5,2,0,24,0,19.3,38.7,32.1,34.1,0,0,37.6,25.2,134,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2004,WHITMAN,41700,2224,1254,10239,6865,20580,2395,1249,10978,6500,21120,27,24,212,0,59,16,6,706,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,48,212,1,6,1646,6,2,132,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,2,0,32,41,0,9,145,1,18,16,34,35,7,5,12,0,0,1,14,0,4,43,0,5.7,2.7,3.7,1.2,0,0,0.7,1.4,0,5.8,0,12,0,3,4,16,1,3,2,1,0,0,2,0,3,12,0,12.1,34.9,25,21,162,0,0,29,0,23.4,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2005,WHITMAN,42400,2235,1268,10382,7036,20921,2406,1265,11134,6673,21479,32,8,167,3,33,20,4,568,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,48,170,1,6,1476,8,2,123,1846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,69,1,0,34,54,1,19,196,2,16,18,34,36,6,4,16,0,0,3,19,0,5,53,0,4.8,2.4,3.3,1.6,0,0,2,2,0,2.9,0,12,0,3,0,12,1,0,4,1,0,0,2,0,4,12,0,21,46.8,0,28.8,92,0,0,13,0,77,0,2,2,10,6,0,3,130,2,0,42,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2006,WHITMAN,42800,2233,1270,10497,7105,21107,2405,1266,11274,6747,21693,40,11,156,0,29,19,3,621,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,37,307,0,7,1699,6,2,88,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,1,0,24,51,2,7,161,14.7,4.1,8.2,34,27,8,1,18,0,0,5,19,0,0,52,1,2,2.4,3,2.1,0,0,3.8,2.5,0,0,1.4,10,0,8,3,13,1,2,4,0,0,0,1,1,1,10,0,22,25.9,12.5,37,0,0,0,14,14,36,0,3,7,7,11,1,0,109,0,0,19,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2007,WHITMAN,42700,2213,1252,10488,7104,21058,2382,1244,11262,6755,21642,22,9,176,0,31,22,6,568,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,35,226,0,5,1583,4,1,81,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,52,0,5,25,53,0,12,178,-99,-99,-99,-99,-99,8,1,16,0,0,4,21,1,3,54,0,3,2.9,3,2.3,0,0,5.4,2.4,6,5.5,0,12,1,5,3,16,2,2,5,1,0,0,2,1,2,15,0,53,21.8,14,14.4,30,0,0,13.5,14,25,0,0,1,10,10,0,1,130,2,1,19,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,10,9,3,7,0,0,0,1,3,2,3,0,39,1,6.1,15.33333333,14.46153846,5,4.285714286,0,0,0,0,15,136.5,0.666666667,0,0,6.1,15.33333333,16.79487179,5,4.285714286,0,0,0,0,15,182,0.666666667,0,0
2008,WHITMAN,43000,2230,1234,10547,7193,21202,2398,1224,11327,6848,21798,21,10,176,0,20,10,2,455,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,32,210,0,4,1476,2,0,51,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,44,0,6,21,54,1,12,168,-99,-99,-99,-99,-99,17,8,13,0,0,1,28,0,1,68,0,3.9,2.9,4.4,2.4,0,0,2,2.1,0,3,0,9,0,21,2,11,3,1,5,1,0,0,3,0,1,14,0,15,42.8,17,16.4,171,0,0,17.7,0,231,0,0,1,5,6,0,0,119,0,0,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,2,8,11,8,0,1,0,0,3,5,5,5,48,0,0,10.125,23.97916667,79.54545455,3,0,30,0,0,7.333333333,7,0,16.8,0,0,10.125,48.47916667,186.4545455,3,0,30,0,0,7.333333333,7,0,16.8,0
2009,WHITMAN,43300,2241,1207,10600,7299,21348,2411,1197,11377,6967,21952,36,7,133,0,25,14,3,508,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,31,256,2,10,1768,4,1,93,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,40,3,6,13,33,1,11,135,-99,5.452054795,10.09863014,34,41.21917808,6,1,15,0,0,3,14,0,3,42,0,3.9,2.9,1,2.5,0,0,1.4,1.6,0,11,0,10,0,6,1,11,1,1,1,1,0,1,2,0,5,12,0,12,40.3,36,12,65,0,12,12,0,64.4,0,0,0,8,12,0,3,78,0,0,18,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,8,0,4,0,0,0,0,6,5,3,0,30,1,1.333333333,7.5,20.1,0,0.75,0,0,0,0,86.33333333,3.6,0,0,0,1.333333333,7.5,20.1,0,0.75,0,0,0,0,86.33333333,3.6,0,0,0
2010,WHITMAN,43600,2254,1186,10618,7430,21489,2424,1178,11403,7105,22111,31,3,264,1,35,17,12,605,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,224,0,7,1720,2,7,55,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,58,0,6,19,56,6,8,176,-99,4.77,11.34,34,74.25,6,2,13,0,0,6,13,0,3,43,0,3.4,2.7,1.5,2.2,0,0,2.2,2.4,0,7,0,13,0,8,2,15,1,4,4,0,1,1,1,1,4,17,0,13,92.8,18.5,28,0,900,12,22,102,85.8,0,0,1,10,7,0,1,50,1,0,14,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,1,2,0,0,1,0,12,1,4,1,26,0,0,18.5,5.769230769,2,1.5,0,0,4,0,5.583333333,0,0,0,0,0,18.5,5.769230769,2,1.5,0,0,4,0,5.583333333,0,0,0,0
2011,WHITMAN,44800,2138,1047,11484,7310,21979,2347,1145,12444,6885,22821,36,9,154,0,23,10,3,562,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,32,256,0,5,1338,1,1,54,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,0,4,10,48,8,11,145,-99,-99,-99,-99,-99,2,2,9,0,0,4,12,0,0,29,0,6,2.7,2.5,2.8,0,0,2.7,2.2,0,0,0,11,0,2,6,17,0,2,5,1,0,2,6,1,1,18,0,0,26.9,45,21.6,26,0,23.5,26,35,22,0,1,0,5,11,0,0,44,0,0,19,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,8,3,0,0,0,1,0,5,1,5,30,0,27.33333333,22.25,62.03333333,57.5,5,0,0,0,30,0,6.6,0,230.4,0,27.33333333,22.25,54.56666667,57.5,5,0,0,0,30,0,6.6,0,185.6,0
2012,WHITMAN,45950,1995,1796,12340,6537,22671,2142,1665,13358,6115,23279,0,0,0,0,0,0,0,0,0,0,7,321,0,172,462,535,0,10,39,0,0,0,0,1,0,0,1505,1,361,6,583,848,2449,0,47,1,0,25,159,2,5,952,2,0,53,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,2,5,17,70,1,6,144,-99,-99,-99,34,37,11,5,3,0,0,3,17,0,0,39,0,5.3,3.8,4.3,4.3,0,0,3,2.8,0,0,0,7,0,4,5,12,0,4,0,0,0,2,3,2,2,13,0,0,37.7,36.3,0,0,0,14.3,15,81,55,0,0,0,0,9,0,3,25,0,0,7,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,5,6,6,0,0,0,1,10,12,1,2,44,0,8,7,25.5,15,11.16666667,0,0,0,0,46,5.833333333,0,196,0,8,7,25.5,15,11.16666667,0,0,0,0,46,5.833333333,0,196,0
2013,WHITMAN,46000,2105,1643,12257,6659,22665,2264,1527,13324,6220,23335,0,0,0,0,0,0,0,0,0,0,0,320,0,161,348,303,0,15,25,0,0,2,0,0,5,0,1225,0,352,4,328,697,1905,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,26,24,91,0,1,3,0,749,0,0,2,0,1,3,0,0,7,92,1131,0,7,33,28,2,2,23,52,9,11,160,-99,-99,-99,34,38,7,6,7,0,0,0,12,0,1,33,0,2.5,2.4,2.4,1.9,0,0,0,2.6,0,3,0,3,0,5,3,6,3,0,2,0,1,0,1,0,0,7,0,31.7,88.2,0,51,0,300,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,5,6,0,0,2,9,0,1,0,0,0,0,0,0,9,50,0,1,0,2,1,0,3,1,0,1,1,0,1,0,0,2,3,0,3,12,0,0,0,88.08333333,6,0,0,364,0,0,5.5,0.333333333,0,225,0,0,0,112,6,0,0,364,0,0,5.5,0.333333333,0,320.6666667,0
2014,WHITMAN,46500,2169,1775,12273,6670,22887,2322,1641,13394,6255,23613,0,0,0,0,0,0,0,0,0,0,6,389,0,189,369,337,3,13,26,0,0,0,0,0,1,3,1360,0,416,3,373,777,2149,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,30,46,85,0,6,8,0,809,0,0,0,0,0,0,0,0,0,104,1258,0,4,22,42,0,3,15,51,0,8,141,-99,-99,-99,34,41,6,12,20,0,0,5,17,0,4,64,0,6.2,4.3,4.3,3.6,0,0,4.8,3.5,0,7.8,0,10,0,6,5,15,4,5,4,0,1,0,1,0,3,18,0,27,28.1,27.9,21,0,68,0,22,0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,11,0,9,0,0,1,19,0,0,0,0,0,1,0,0,24,80,0,3,0,0,0,1,0,4,6,6,4,0,0,0,0,6,3,0,0,29,0,13,24.66666667,22.51724138,13.16666667,41.25,0,0,0,0,22.33333333,25,0,0,0,13,24.66666667,27.5862069,13.16666667,78,0,0,0,0,22.33333333,25,0,0,0
2015,WHITMAN,47250,2198,1802,12571,6619,23190,2348,1661,13794,6256,24060,0,0,0,0,0,0,0,0,0,0,4,395,1,173,312,221,0,5,26,0,0,0,1,1,0,5,1086,0,423,6,262,585,1771,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,153,0,21,38,129,0,0,7,0,887,0,0,0,1,1,0,1,0,1,74,1325,0,11,41,51,2,4,11,58,1,16,184,-99,-99,-99,34,36,9,12,22,0,0,4,11,0,4,62,0,3.1,3.4,4,2.1,0,0,5.8,3.9,0,6.5,0,10,0,7,6,16,1,2,2,0,0,2,5,1,5,18,0,12,45.3,43.5,17,0,0,27.5,34.4,48,81.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,2,5,0,0,1,20,0,0,0,0,2,0,0,0,8,60,0,3,0,0,0,0,0,2,5,9,1,0,0,0,1,4,17,0,2,43,2,5,7.2,11.79069767,17.77777778,0,0,0,0,0,3,11.52941176,0,30,16.5,5,7.2,11.79069767,17.77777778,0,0,0,0,0,3,11.52941176,0,30,16.5
2016,WHITMAN,47940,2247,1756,13192,6672,23867,2400,1624,13687,6362,24073,0,0,0,0,0,0,0,0,0,0,2,360,0,123,227,156,6,13,50,0,0,1,0,0,1,5,784,2,412,9,189,404,1385,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,29,29,82,0,2,13,0,713,0,0,3,0,0,1,0,1,3,108,1174,0,11,30,38,0,2,21,38,6,11,146,-99,-99,-99,34,33,5,2,24,0,0,3,17,0,1,52,0,5.1,2.7,7.1,1.9,0,0,1.9,2.4,0,9,0,14,0,10,2,16,2,1,3,1,1,0,2,0,4,14,0,12.4,42.9,16,33.3,27,244,0,18.9,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2,5,0,0,6,15,0,0,0,0,0,0,0,0,9,53,0,0,0,1,1,0,2,1,3,3,6,0,0,1,0,2,10,0,0,26,0,30,10,29.46153846,13.33333333,22.33333333,0,0,0,0,15,50.2,0,0,0,30,10,38.34615385,13.33333333,22.33333333,0,0,0,0,15,73.3,0,0,0
2017,WHITMAN,48640,2374,1814,13035,6940,24163,2550,1682,13602,6642,24477,0,0,0,0,0,0,0,0,0,3,3,282,0,115,369,163,22,8,30,0,0,1,0,0,0,5,1189,1,313,1,192,671,1694,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,116,0,20,21,109,0,0,6,0,453,0,0,0,0,0,0,1,0,1,105,837,0,4,31,91,0,7,22,54,1,9,215,-99,-99,-99,34,33,20,3,21,0,0,4,18,2,2,70,0,3.9,2.9,8.3,1.8,0,0,4,1.4,9,2,0,5,0,18,5,10,3,2,1,0,1,2,0,0,4,13,0,51,65.5,48.5,12,0,240,17.5,0,0,78.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,8,0,0,3,15,0,0,0,0,0,0,0,0,20,62,0,1,0,1,0,0,1,2,2,1,2,0,0,0,0,4,3,0,2,16,0,20,13.5,23,7,2,0,0,0,0,10,13.33333333,0,105,0,20,13.5,41.375,7,2,0,0,0,0,10,13.33333333,0,252,0
2018,WHITMAN,49210,2419,1856,13118,7041,24434,2621,1723,13680,6752,24776,0,0,0,0,0,0,0,0,0,1,5,304,0,88,265,175,4,9,41,0,0,0,0,1,3,3,916,6,383,5,207,540,1506,34,22,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,14,23,106,0,1,5,0,674,0,0,0,0,1,0,2,3,3,130,1112,7,5,38,87,1,7,28,50,3,12,226,-99,-99,-99,34,40,8,2,55,0,0,7,28,0,0,100,0,2.4,2.4,1.5,2.1,0,0,1,3.3,0,0,0,11,0,18,7,18,9,1,7,0,0,2,4,3,2,28,0,20.2,25,20,14.9,0,0,38.5,16,62.3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,12,0,0,1,19,0,0,0,0,0,0,0,1,8,57,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,4,0,0,0,8,1,0,0,7.5,30,0,0,0,0,0,7.5,0,0,0,0,0,0,7.5,30,0,0,0,0,0,7.5,0,0,0,0
2019,WHITMAN,50130,2373,1621,14104,6998,25096,2562,1469,14264,6739,25034,0,0,0,0,0,0,0,0,0,1,2,256,0,74,263,146,9,7,28,0,0,0,0,0,1,5,811,1,340,5,172,451,1323,55,19,0,0,0,0,0,0,0,0,0,0,0,0,1,141,1,14,24,113,0,0,9,0,672,0,0,0,0,0,0,1,1,5,92,1092,8,10,48,67,0,6,22,48,1,9,201,-99,-99,-99,42,37,10,2,44,0,0,11,30,1,5,103,0,5.4,2.3,5,1.7,0,0,2.2,1.4,6,5.2,0,11,0,19,5,16,6,2,6,0,0,2,2,0,2,20,0,27.8,27.7,15.5,13.3,0,0,25.5,21.5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,5,1,1,0,0,0,8,0,0,0,0,0,0,0,0,4,30,0,0,0,2,1,0,3,0,5,0,2,0,1,0,0,2,4,0,1,15,0,0,74.2,38.73333333,0,0,0,0,0,0,14,45.5,0,0,0,0,92.4,54.6,0,0,0,0,0,0,14,82.25,0,0,0
2020,WHITMAN,50480,2383,1672,14094,7169,25318,2597,1521,14128,6916,25162,0,0,0,0,0,0,0,0,0,1,2,228,0,86,218,166,9,7,21,0,0,2,0,0,1,7,777,0,301,3,214,452,1292,49,40,0,0,0,0,0,0,0,0,0,0,0,0,1,150,0,20,17,149,0,0,8,0,632,0,0,1,0,1,1,0,0,3,86,1096,16,11,26,98,1,4,22,29,0,6,186,-99,-99,-99,42,28,9,0,29,0,0,3,9,0,2,52,0,4.2,3,0,2.1,0,0,1.7,5.6,0,1,0,8,0,39,5,13,3,0,4,0,1,2,2,1,0,13,0,23.7,33.5,0,18.5,0,180,29,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,7,43,0,0,0,1,1,0,2,1,2,1,1,0,0,0,0,0,4,0,0,9,0,105,67.5,33.55555556,0,0,0,0,0,0,0,15.5,0,0,0,140,141,53.77777778,0,0,0,0,0,0,0,15.5,0,0,0
1990,YAKIMA,188823,19225,8703,30087,37023,95038,20255,9306,31564,32660,93785,799,85,4130,11,803,155,228,9841,16052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,6,308,743,13,50,7944,46,62,1941,11340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,576,28,0,577,515,63,97,2122,25,162,200,321,387,80,144,421,1,0,45,251,7,14,963,0,4,2.2,2.3,2,11.3,0,2.1,1.9,3.7,3.9,0,235,0,29,69,304,37,66,142,13,8,3,25,19,20,333,0,37.4,41.1,25.5,37.6,36.9,299.2,19.7,21.7,32.4,59.8,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1991,YAKIMA,195026,20124,9088,30797,38048,98067,21196,9766,32315,33672,96959,902,135,3752,7,778,153,217,9360,15304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,4,299,528,8,58,6205,71,58,1809,9297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,531,28,0,530,490,58,117,1957,34,182,182,321,398,111,98,265,1,0,46,233,3,22,779,0,3.9,2.6,3.9,1.9,9,0,2.3,1.9,9,4.5,0,230,0,27,78,308,32,53,162,8,6,8,12,16,29,326,0,21.2,38.5,30.6,33.7,60.5,283.4,14.6,16.4,58.5,46.6,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1992,YAKIMA,200555,20939,9486,31357,38995,100785,22041,10180,32940,34601,99770,868,89,4022,7,817,171,244,9348,15566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2,294,696,6,53,5993,65,68,1558,8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,706,14,0,397,446,55,127,1950,34,193,184,601,411,109,122,309,0,0,54,266,15,27,902,0,4.4,2.9,4.1,2.1,0,0,3.5,2,5.6,5.2,0,274,0,21,73,347,45,67,150,4,7,9,19,28,43,372,0,40.4,42.6,27.5,35.2,42.5,295.3,15.3,19.7,39,71.6,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
