year,county,POP_TOTAL,POP_F_0TO11,POP_F_12TO17,POP_F_18TO39,POP_F_40UP,POP_F_TOTAL,POP_M_0TO11,POP_M_12TO17,POP_M_18TO39,POP_M_40UP,POP_M_TOTAL,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ANIMALCR,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ANIMALCR,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HACKCOMP,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ANIMALCR,JRN_ARSON,JRN_ASSAULT,JRN_BRIBERY,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_HACKCOMP,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ARSON,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_HOMICIDE,JUV_KIDNAP,JUV_MVCR,JUV_OBSGOV,JUV_OTHER,JUV_OTHPROPCR,JUV_PUBDIST,JUV_SEXCR,JUV_TOTAL,JUV_WEAPVIOL,MIN_ARSON,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_HOMICIDE,MIN_KIDNAP,MIN_MVCR,MIN_OBSGOV,MIN_OTHER,MIN_OTHPROPCR,MIN_PUBDIST,MIN_SEXCR,MIN_WEAPVIOL,MAX_ARSON,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_HOMICIDE,MAX_KIDNAP,MAX_MVCR,MAX_OBSGOV,MAX_OTHER,MAX_OTHPROPCR,MAX_PUBDIST,MAX_SEXCR,MAX_WEAPVIOL
2011,ADAMS,18950,2172,964,2693,3462,9292,2341,1055,2853,3409,9658,39,9,209,0,65,4,10,537,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,31,43,0,3,297,2,1,88,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,1,4,32,46,3,7,146,-99,-99,-99,-99,-99,15,2,9,0,0,9,11,2,2,50,0,4.3,3.7,4.5,2.5,0,0,4.2,2.3,4.5,9,0,11,1,16,6,18,5,1,4,0,0,6,3,7,0,26,0,21.2,24.9,12,12,0,0,26.2,21,37.1,0,0,4,0,15,29,0,12,87,0,0,42,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,9,8,4,0,0,2,0,8,11,0,3,57,7,30,34.22222222,47.15789474,26.25,22.5,0,0,5,0,22.5,138.1818182,0,10,27.14285714,30,38.88888889,53.54385965,26.25,22.5,0,0,5,0,22.5,167.4545455,0,10,27.14285714
2012,ADAMS,19050,2490,967,2740,3278,9475,2541,1073,2882,3079,9575,0,0,0,0,0,0,0,0,0,0,10,252,0,182,516,90,0,12,19,0,0,3,0,0,1,0,1417,1,346,8,152,689,1915,71,61,9,0,12,19,0,6,176,3,0,36,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,3,8,12,8,11,72,-99,-99,-99,28,21,11,0,6,0,0,7,11,0,3,39,1,2.9,3.5,0,1.6,0,0,4,3.2,0,9.2,4,6,0,10,9,15,6,1,4,0,1,3,3,2,2,22,0,45,43.2,60,15,0,160,18.7,31.7,81,43.5,0,0,0,9,26,0,5,69,0,2,12,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,6,1,3,9,9,0,0,0,1,3,13,0,0,41,2,20,18,42.31707317,67.77777778,21.66666667,0,0,0,15,55,48.15384615,0,0,25,20,18,54.6097561,94.22222222,21.66666667,0,0,0,15,104,57.30769231,0,0,25
2013,ADAMS,19200,2412,1050,2747,3230,9439,2544,1083,2930,3201,9761,0,0,0,0,0,0,0,0,0,0,7,281,0,199,551,67,1,25,26,0,0,6,0,3,2,0,1472,2,376,8,123,681,1971,58,54,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,8,14,13,1,0,4,0,114,0,0,5,0,1,0,0,0,3,41,376,22,5,22,10,2,0,7,15,0,8,64,-99,-99,-99,28,19,9,3,8,0,0,4,6,1,2,33,0,5.2,4.2,2.7,2.4,0,0,4.8,3.5,4.3,9,0,17,0,21,8,25,10,3,1,0,0,1,7,4,3,29,0,42.9,38.1,29.6,12,0,0,12,18.5,69.8,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,0,5,21,33,0,0,3,29,0,0,0,0,0,0,0,3,31,159,0,2,0,2,0,0,2,5,4,8,4,0,0,0,1,2,4,1,0,29,0,8.2,19.75,30.27586207,47.375,6,0,0,0,0,0.5,82.25,25,0,0,8.2,28,36.96551724,58.75,6,0,0,0,0,0.5,99.75,25,0,0
2014,ADAMS,19400,2468,1066,2755,3228,9518,2606,1121,2932,3222,9882,0,0,0,0,0,0,0,0,0,0,10,314,0,190,523,88,1,28,19,0,0,3,0,1,1,1,1402,0,434,8,124,642,1960,96,35,0,0,0,0,0,0,0,0,0,0,0,0,6,127,0,26,15,32,0,3,4,0,154,0,0,3,0,1,0,0,0,0,72,488,36,9,35,20,0,4,42,44,0,16,161,-99,-99,-99,28,26,5,2,5,0,0,5,3,0,1,21,0,3.4,2.9,4.7,1,0,0,1.9,3,0,12,0,14,0,7,7,21,6,2,1,0,0,3,3,0,5,20,0,25.3,32.8,12,12,0,0,22,28.9,0,63.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,7,3,47,0,0,0,17,0,0,0,0,0,0,0,2,50,162,0,2,0,3,1,0,4,8,8,8,3,0,0,2,1,0,18,1,4,55,2,4.5,4,22.83636364,6.625,0,0,0,10,15,0,40.27777778,1,91,5,4.5,4,26.63636364,6.625,0,0,0,10,15,0,46.83333333,1,113.75,5
2015,ADAMS,19410,2552,1128,2748,3097,9525,2681,1195,2901,3108,9885,0,0,0,0,0,0,0,0,0,0,8,256,0,189,326,93,0,17,26,0,0,6,0,0,3,0,1128,0,352,11,127,577,1607,61,34,0,0,0,0,0,0,0,0,0,0,0,0,2,119,0,23,18,43,0,1,8,0,191,0,0,6,0,0,0,0,0,8,68,511,17,7,31,28,0,8,15,24,2,11,119,-99,-99,-99,28,27,6,2,5,0,0,3,7,0,1,24,0,5.5,3.2,2,1.1,0,0,4.3,2.2,0,6,0,12,0,13,11,23,5,2,2,0,0,1,3,0,5,18,0,55.6,34.3,41,12.4,0,0,12.8,37.3,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,7,6,33,0,0,1,40,0,0,0,0,0,0,0,1,45,163,1,1,0,5,1,0,6,1,13,1,13,0,0,5,0,1,8,3,0,48,3,7,11.84615385,9.458333333,9,10.92307692,0,0,0.2,0,0,11.875,6.666666667,0,8.666666667,7,23.15384615,12.52083333,9,10.92307692,0,0,0.2,0,0,11.875,6.666666667,0,8.666666667
2016,ADAMS,19510,2645,1192,2751,3008,9596,2731,1267,2896,3020,9914,0,0,0,0,0,0,0,0,0,0,1,280,0,144,255,116,0,6,18,0,0,2,0,1,2,1,876,1,373,8,149,462,1398,70,31,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,10,23,72,0,1,6,0,218,0,0,4,0,1,1,0,2,3,67,584,19,11,13,43,1,6,15,28,0,5,111,-99,-99,-99,28,22,12,2,7,0,0,4,16,0,2,43,0,3.8,3,1,2.1,0,0,2.4,2.3,0,10.5,0,9,1,34,11,21,9,1,3,0,0,2,2,0,2,19,0,44,31.4,22.5,14.7,0,0,18,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,3,27,0,0,1,25,0,0,0,0,0,0,0,1,28,127,0,5,0,2,0,0,2,4,2,8,10,0,0,2,1,2,14,2,3,49,1,8.75,4.5,15.53061224,10.5,9.4,0,0,5,8,21,29.07142857,3,20,6,8.75,4.5,19.67346939,10.5,9.4,0,0,5,8,21,43.57142857,3,20,6
2017,ADAMS,19870,2556,1170,2774,3272,9773,2622,1251,2932,3293,10097,0,0,0,0,0,0,0,0,0,0,5,226,0,128,300,139,0,11,29,0,0,2,0,1,4,1,819,0,334,4,170,371,1323,72,30,0,0,0,0,0,0,0,0,0,0,0,0,1,109,0,16,15,78,0,3,2,0,162,0,0,1,0,1,1,0,0,5,50,466,17,5,20,80,3,2,14,47,6,16,188,-99,-99,-99,28,31,6,7,25,0,0,4,17,2,0,61,0,3,2.6,1.7,2.6,0,0,4,2.2,5,0,0,15,0,74,9,24,1,2,4,0,1,2,6,3,3,22,0,16,33.4,12,12.8,0,357,17,15.5,41.3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,8,20,0,0,0,24,0,0,0,0,0,0,0,0,12,86,0,3,0,1,1,0,2,1,2,7,7,0,0,0,1,1,6,0,1,27,1,4,15.5,24.18518519,58.28571429,4.571428571,0,0,0,0,23,25.83333333,0,0,0,4,15.5,32.11111111,71.28571429,4.571428571,0,0,0,0,23,46.33333333,0,0,0
2018,ADAMS,20020,2535,1181,2801,3331,9847,2592,1261,2961,3358,10173,0,0,0,0,0,0,0,0,0,0,1,248,0,124,260,96,0,15,23,0,0,2,0,0,1,2,751,0,335,2,131,349,1217,61,33,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,12,11,46,0,3,5,0,193,0,0,2,0,1,0,0,0,2,41,443,17,7,13,26,0,2,29,15,0,3,88,-99,-99,-99,28,30,5,1,39,0,0,7,11,0,1,64,0,3.4,1.6,3,1,0,0,2.7,1.4,0,6,0,19,0,70,15,34,14,2,4,1,1,2,3,0,2,29,0,38.9,52.7,12,14,54,244,12.5,20.3,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,5,12,0,0,1,15,0,0,0,1,0,0,0,0,9,58,0,2,0,0,0,0,0,6,6,6,11,0,0,0,0,0,6,0,1,36,0,4.666666667,4.333333333,6.611111111,14.83333333,4.545454545,0,0,0,0,0,7.5,0,0,0,4.666666667,4.333333333,6.611111111,14.83333333,4.545454545,0,0,0,0,0,7.5,0,0,0
2019,ADAMS,20150,2505,1193,2832,3387,9916,2563,1269,2995,3407,10234,0,0,0,0,0,0,0,0,0,0,4,225,0,89,182,145,0,10,20,0,0,1,0,0,0,2,577,0,287,1,170,291,1034,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,4,18,41,0,7,4,0,169,0,0,2,0,0,0,0,0,1,40,401,9,14,9,37,0,3,29,17,0,4,99,-99,-99,-99,-99,-99,5,1,14,0,0,13,8,0,1,42,0,3.4,2.7,3,2,0,0,3,1.8,0,12,0,7,1,85,7,15,2,0,1,0,0,4,1,0,1,9,0,52.5,24.3,0,12,0,0,17.5,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,4,24,1,0,0,17,0,0,0,0,0,0,0,0,12,81,0,3,0,2,0,0,2,1,3,0,5,0,0,4,0,1,1,2,1,18,0,0,319.6666667,58.55555556,0,1.6,0,0,2.5,0,10,10,13.5,30,0,0,320.3333333,58.66666667,0,1.6,0,0,2.5,0,10,10,13.5,30,0
2020,ADAMS,20450,2476,1216,2904,3495,10091,2506,1284,3058,3511,10359,0,0,0,0,0,0,0,0,0,0,3,193,0,95,296,76,0,4,23,0,0,1,0,1,0,0,744,0,253,3,94,343,1091,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,15,12,20,0,0,6,0,105,0,0,2,0,1,0,0,0,2,36,291,8,7,14,25,2,4,22,21,1,9,98,-99,-99,-99,28,21,5,0,11,0,0,6,6,0,1,29,0,2.4,2,0,1.4,0,0,2.3,2.5,0,1,0,12,1,71,7,20,3,0,2,0,0,1,2,0,2,10,0,47.3,48.7,0,12,0,0,14,27.5,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,14,12,0,0,1,14,0,8,0,0,0,0,0,0,5,69,0,0,0,1,0,0,1,3,2,4,0,0,0,0,0,1,1,0,0,11,0,20,18.5,24.45454545,41.25,0,0,0,0,0,7,0,0,0,0,20,18.5,37.81818182,78,0,0,0,0,0,7,0,0,0,0
1990,ASOTIN,17605,1621,800,2768,4039,9228,1684,788,2518,3387,8377,45,5,157,3,28,4,3,537,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,11,18,2,5,338,2,0,68,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,1,0,21,25,0,5,78,1,12,6,21,19,3,10,9,0,0,3,6,1,3,35,0,3.7,3.2,2.8,3.9,0,0,1.5,1.6,5.9,6,0,5,0,0,0,5,0,1,0,0,1,0,0,1,2,5,0,0,233.2,43,0,0,780,0,0,48,147.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1991,ASOTIN,17941,1647,814,2787,4147,9397,1723,807,2536,3477,8544,67,6,185,0,33,9,4,617,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,19,47,0,2,399,1,2,64,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,1,0,24,37,4,9,116,3,9,7,21,19,4,2,4,0,0,4,17,0,1,32,0,4.9,3.1,3.5,3,0,0,3,2.4,0,5.9,0,14,0,1,2,16,2,5,9,1,1,0,0,0,1,19,0,17,35.9,30.4,20.4,120,178,0,0,0,14,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1992,ASOTIN,18222,1664,831,2793,4250,9540,1753,822,2546,3561,8682,97,3,157,0,36,17,3,631,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,6,33,0,0,426,3,0,87,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,0,42,30,0,11,123,2,12,9,21,23,5,10,12,0,0,2,17,1,3,50,0,1.8,3.7,6.6,2.3,0,0,3.5,3.2,6,5,0,12,0,1,1,13,2,4,2,1,0,0,2,0,3,14,0,22.5,31.9,28.8,36,27,0,0,18,0,50.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1993,ASOTIN,18686,1689,859,2817,4410,9778,1793,850,2575,3691,8908,36,3,97,0,28,5,5,613,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,63,0,10,599,1,1,67,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,23,13,3,4,74,6,8,7,21,21,5,4,5,0,0,2,13,0,5,34,0,4.3,3.3,2.3,1.5,0,0,1.7,2.9,0,6.6,0,7,0,0,1,8,2,1,0,0,0,0,0,0,3,6,0,55.3,62.4,12,0,0,0,0,0,0,84,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1994,ASOTIN,19279,1721,892,2860,4612,10086,1838,881,2621,3852,9193,62,4,156,1,34,6,3,662,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,8,95,1,2,573,0,2,62,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,1,0,10,18,1,8,93,4,9,11,21,24,5,0,5,0,0,2,9,2,2,25,0,6.9,3.8,0,1.5,0,0,4.9,1.9,7.4,5.9,0,11,0,1,0,11,1,2,3,0,0,0,1,1,2,10,0,108,45.1,17,32.3,0,0,0,13,36,81.5,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1995,ASOTIN,19574,1717,912,2857,4749,10238,1847,900,2625,3964,9336,49,7,217,0,82,12,3,901,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,78,0,4,573,3,1,111,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,25,17,1,6,74,2,8,10,21,20,3,2,12,0,0,2,6,0,2,27,0,3,3.1,6,1.8,0,0,2.3,4.7,0,4.4,0,8,0,0,4,12,3,1,3,0,1,0,1,1,2,12,0,37.7,102.1,17,32,0,720,0,12,31,118,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1996,ASOTIN,20053,1725,940,2882,4938,10486,1868,927,2649,4122,9567,42,3,190,0,73,15,4,880,1207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,7,60,0,1,467,4,4,80,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40,0,0,11,19,3,9,89,1,9,11,21,21,2,2,5,0,0,5,5,0,2,21,0,6.5,3.4,4.4,2.3,0,0,2.5,2.5,0,6,0,5,0,0,1,6,4,1,1,0,0,0,1,1,0,8,0,29.8,35.1,68,24,0,0,0,29,41,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1997,ASOTIN,20273,1714,946,2876,5063,10600,1871,932,2649,4220,9673,25,4,172,0,50,10,3,861,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,6,57,0,4,680,1,1,74,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,1,0,31,25,1,4,95,0,13,12,21,25,2,0,7,0,0,2,5,1,4,21,0,4.5,3.9,0,3.1,0,0,2.1,3.6,6,6,0,16,0,1,4,20,4,1,8,0,0,1,3,1,3,21,0,28,32.4,17,28.8,0,0,12,27,15,71.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1998,ASOTIN,20784,1723,957,2911,5272,10866,1893,940,2689,4396,9918,29,7,208,1,60,10,7,679,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,19,85,0,5,645,8,3,92,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,4,0,33,34,1,7,122,3,7,15,21,25,3,4,3,0,0,3,6,0,0,19,0,4.2,3.5,5.5,2.6,0,0,3.1,2.3,0,0,0,10,0,1,3,13,2,1,7,2,0,0,1,1,0,14,0,14.5,26.2,43,25,31,0,0,13,49,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1999,ASOTIN,20614,1673,934,2861,5309,10777,1850,916,2648,4424,9837,27,2,184,1,33,7,3,645,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,69,0,2,728,2,1,125,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,1,0,28,45,1,12,135,0,4,19,21,23,7,3,5,0,0,3,7,0,4,29,0,3.4,3.9,1.2,3.2,0,0,5.6,2.9,0,7.8,0,19,0,2,3,22,3,5,9,3,0,2,2,1,1,26,0,39,46.6,26.9,49.3,106.3,0,26,40.5,50,13,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2000,ASOTIN,20551,1617,920,2840,5376,10753,1804,900,2614,4480,9798,28,2,125,1,41,9,5,686,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,50,0,3,724,3,4,83,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,0,0,41,30,4,9,138,1,1,25,21,27,0,4,10,0,0,5,16,0,4,39,0,0,2.7,4.3,2.6,0,0,3.6,1.9,0,3.7,0,21,0,1,5,26,5,2,19,1,0,0,1,0,1,29,0,31.2,30.5,26,25.2,65,0,0,12,0,120,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
